# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.entries.lookupDuration90PMs,1775855931859000000,1775855991879000000,8.0
Indexing.writesQueuedAvg,1775855931859000000,1775855991879000000,0.0
Indexes.entries.lookupDurationMaxMs,1775855931859000000,1775855991879000000,8.0
Indexing.cache.totalCacheMisses,1775855931859000000,1775855991879000000,0
Indexes.stubs.lookups,1775855931859000000,1775855991879000000,0
Indexes.entries.lookupDurationAvgMs,1775855931859000000,1775855991879000000,8.0
Indexing.totalTimeIndexersSleptMs,1775855931859000000,1775855991879000000,0
Indexing.writesQueuedMax,1775855931859000000,1775855991879000000,0
Indexes.allKeys.lookups,1775855931859000000,1775855991879000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1775855931859000000,1775855991879000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1775855931859000000,1775855991879000000,0
Indexes.allKeys.lookupDurationMaxMs,1775855931859000000,1775855991879000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1775855931859000000,1775855991879000000,199
Indexes.stubs.lookupDuration90PMs,1775855931859000000,1775855991879000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1775855931859000000,1775855991879000000,0.0
Indexing.cache.totalCacheAccesses,1775855931859000000,1775855991879000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1775855931859000000,1775855991879000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1775855931859000000,1775855991879000000,0
Indexes.stubs.lookupDurationMaxMs,1775855931859000000,1775855991879000000,0.0
IndexesFlusher.totalFlushingTimeUs,1775855931859000000,1775855991879000000,289765
Indexing.writesQueuedMin,1775855931859000000,1775855991879000000,0
Indexes.entries.lookups,1775855931859000000,1775855991879000000,1
Indexes.allKeys.lookupDuration90PMs,1775855931859000000,1775855991879000000,0.0
Indexes.stubs.lookupDurationAvgMs,1775855931859000000,1775855991879000000,0.0
Indexing.cache.totalCacheEvicted,1775855931859000000,1775855991879000000,0
IndexesFlusher.totalFlushes,1775855931859000000,1775855991879000000,117
IndexesFlusher.totalFlushesRetried,1775855931859000000,1775855991879000000,4
NonBlockingReadAction.failedExecutionsCount,1775855931859000000,1775855991879000000,0
FlushQueue.executionTimeMaxNs,1775855931859000000,1775855991879000000,191889407
FlushQueue.waitingTime90PNs,1775855931859000000,1775855991879000000,478150655
AWTEventQueue.dispatchTimeTotalNS,1775855931859000000,1775855991879000000,2930975100
FlushQueue.queueSize90P,1775855931859000000,1775855991879000000,2639
FlushQueue.executionTime90PNs,1775855931859000000,1775855991879000000,188415
FlushQueue.waitingTimeMaxNs,1775855931859000000,1775855991879000000,6341787647
NonBlockingReadAction.finalizedExecutionTimeUs,1775855931859000000,1775855991879000000,35913
FlushQueue.waitingTimeAvgNs,1775855931859000000,1775855991879000000,2.4047829709543568E8
FlushQueue.queueSizeMax,1775855931859000000,1775855991879000000,3471
NonBlockingReadAction.failedExecutionTimeUs,1775855931859000000,1775855991879000000,0
FlushQueue.tasksExecuted,1775855931859000000,1775855991879000000,8676
WriteAction.executionsCount,1775855931859000000,1775855991879000000,63
AWTEventQueue.dispatchTime90PNs,1775855931859000000,1775855991879000000,460799
ReadAction.executionsCount,1775855931859000000,1775855991879000000,208191
AWTEventQueue.dispatchTimeMaxNs,1775855931859000000,1775855991879000000,192937983
FlushQueue.queueSizeAvg,1775855931859000000,1775855991879000000,1123.3961502996772
NonBlockingReadAction.finalizedExecutionsCount,1775855931859000000,1775855991879000000,12
FlushQueue.executionTimeAvgNs,1775855931859000000,1775855991879000000,277053.9394882434
AWTEventQueue.eventsDispatched,1775855931859000000,1775855991879000000,4623
AWTEventQueue.dispatchTimeAvgNs,1775855931859000000,1775855991879000000,634074.0540774389
workspaceModel.loading.total.ms,1775855931859000000,1775855991879000000,14
workspaceModel.full.replace.project.model.ms,1775855931859000000,1775855991879000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1775855931859000000,1775855991879000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1775855931859000000,1775855991879000000,3
workspaceModel.cachedValue.calculated.count,1775855931859000000,1775855991879000000,2
workspaceModel.check.recursive.update.ms,1775855931859000000,1775855991879000000,0
workspaceModel.cachedValue.from.cache.count,1775855931859000000,1775855991879000000,1
workspaceModel.replace.project.model.ms,1775855931859000000,1775855991879000000,0
workspaceModel.cachedValue.clear.count,1775855931859000000,1775855991879000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1775855931859000000,1775855991879000000,0
workspaceModel.loading.from.cache.ms,1775855931859000000,1775855991879000000,2
workspaceModel.initializing.ms,1775855931859000000,1775855991879000000,0
workspaceModel.init.bridges.ms,1775855931859000000,1775855991879000000,0
workspaceModel.cachedValueWithParameters.clear.count,1775855931859000000,1775855991879000000,0
workspaceModel.cachedValue.total.get.count,1775855931859000000,1775855991879000000,3
workspaceModel.pre.handlers.ms,1775855931859000000,1775855991879000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1775855931859000000,1775855991879000000,0
workspaceModel.on.changed.ms,1775855931859000000,1775855991879000000,0
workspaceModel.collect.changes.ms,1775855931859000000,1775855991879000000,0
workspaceModel.update.unloaded.entities.ms,1775855931859000000,1775855991879000000,0
workspaceModel.updates.precise.ms,1775855931859000000,1775855991879000000,0
workspaceModel.updates.count,1775855931859000000,1775855991879000000,0
workspaceModel.on.before.changed.ms,1775855931859000000,1775855991879000000,0
workspaceModel.updates.ms,1775855931859000000,1775855991879000000,0
workspaceModel.to.snapshot.ms,1775855931859000000,1775855991879000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1775855931859000000,1775855991879000000,0
DirectByteBufferAllocator.reclaimed,1775855931859000000,1775855991879000000,3
FilePageCacheLockFree.totalPagesWritten,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalPagesAllocated,1775855931859000000,1775855991879000000,0
StreamlinedBlobStorage.recordsAllocated,1775855931859000000,1775855991879000000,31
FilePageCacheLockFree.heapBytesInUse,1775855931859000000,1775855991879000000,0
StorageLockContext.competingThreads.max,1775855931859000000,1775855991879000000,12
FilePageCacheLockFree.housekeeperTurnsSkipped,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1775855931859000000,1775855991879000000,0
FilePageCache.totalPageDisposalsUs,1775855931859000000,1775855991879000000,1278
FilePageCache.maxRegisteredFiles,1775855931859000000,1775855991879000000,471
DirectByteBufferAllocator.hits,1775855931859000000,1775855991879000000,3
StreamlinedBlobStorage.recordsDeleted,1775855931859000000,1775855991879000000,0
FilePageCache.maxCacheSizeInBytes,1775855931859000000,1775855991879000000,180355072
FilePageCache.totalPageLoadsUs,1775855931859000000,1775855991879000000,466951
FilePageCache.uncachedFileAccess,1775855931859000000,1775855991879000000,286
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1775855931859000000,1775855991879000000,2250
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1775855931859000000,1775855991879000000,180355072
FilePageCacheLockFree.totalPagesReclaimed,1775855931859000000,1775855991879000000,0
MappedFileStorage.totalBytesMapped,1775855931859000000,1775855991879000000,164626432
FilePageCacheLockFree.totalPagesHandedOver,1775855931859000000,1775855991879000000,0
FilePageCache.pageLoads,1775855931859000000,1775855991879000000,175
StorageLockContext.competingThreads.90P,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.nativeBytesInUse,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1775855931859000000,1775855991879000000,0
MappedFileStorage.storages,1775855931859000000,1775855991879000000,6
FilePageCacheLockFree.totalNativeBytesReclaimed,1775855931859000000,1775855991879000000,0
FilePageCache.disposedBuffers,1775855931859000000,1775855991879000000,3
FilePageCacheLockFree.totalPagesReadMs,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalBytesRead,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1775855931859000000,1775855991879000000,0
StorageLockContext.competingThreads.avg,1775855931859000000,1775855991879000000,0.20869565217391303
DirectByteBufferAllocator.misses,1775855931859000000,1775855991879000000,172
FilePageCache.capacityInBytes,1775855931859000000,1775855991879000000,503316478
FileChannelInterruptsRetryer.totalRetriedAttempts,1775855931859000000,1775855991879000000,0
FilePageCache.pageHits,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalBytesRequested,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalPagesRequested,1775855931859000000,1775855991879000000,0
DirectByteBufferAllocator.disposed,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1775855931859000000,1775855991879000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1775855931859000000,1775855991879000000,374
FilePageCache.pageFastCacheHits,1775855931859000000,1775855991879000000,12131
StreamlinedBlobStorage.recordsRelocated,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalPagesWriteMs,1775855931859000000,1775855991879000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1775855931859000000,1775855991879000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1775855931859000000,1775855991879000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1775855931859000000,1775855991879000000,178448
FilePageCacheLockFree.housekeeperTurnsDone,1775855931859000000,1775855991879000000,0
MappedFileStorage.totalPagesMapped,1775855931859000000,1775855991879000000,6
FilePageCacheLockFree.totalBytesWritten,1775855931859000000,1775855991879000000,0
VFS.fileChildByName,1775855931859000000,1775855991879000000,114
VFS.contentStorage.recordsDeduplicated,1775855931859000000,1775855991879000000,0
VFS.contentStorage.recordsReadSize,1775855931859000000,1775855991879000000,0
VFS.contentStorage.recordsReadDecompressed,1775855931859000000,1775855991879000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1775855931859000000,1775855991879000000,0
VFS.contentStorage.recordsStoredSize,1775855931859000000,1775855991879000000,48927
VFS.contentStorage.recordsRead,1775855931859000000,1775855991879000000,0
VFS.contentStorage.recordsStored,1775855931859000000,1775855991879000000,30
FileNameCache.queries,1775855931859000000,1775855991879000000,2880
VFS.contentStorage.recordsStoredCompressed,1775855931859000000,1775855991879000000,1
VFS.contentStorage.recordsUncompressedSize,1775855931859000000,1775855991879000000,54322
VFS.fileByIdCache.hits,1775855931859000000,1775855991879000000,0
FileNameCache.totalMisses,1775855931859000000,1775855991879000000,0
VFS.fileByIdCache.misses,1775855931859000000,1775855991879000000,0
VFS.invertedFileNameIndex.requests,1775855931859000000,1775855991879000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1775855931859000000,1775855991879000000,149914
writeAction.median.wait.ms,1775855931859000000,1775855991879000000,0
writeAction.count,1775855931859000000,1775855991879000000,63
DiskQueryRelay.tasksExecuted,1775855931859000000,1775855991879000000,139
DiskQueryRelay.taskExecutionTotalTimeUs,1775855931859000000,1775855991879000000,133133
writeAction.max.wait.ms,1775855931859000000,1775855991879000000,2
writeAction.wait.ms,1775855931859000000,1775855991879000000,6
DiskQueryRelay.tasksRequested,1775855931859000000,1775855991879000000,139
cacheStateStorage.get.counter,1775855931859000000,1775855991879000000,5
cacheStateStorage.get.duration,1775855931859000000,1775855991879000000,0
cacheStateStorage.set.duration,1775855931859000000,1775855991879000000,0
cacheStateStorage.set.counter,1775855931859000000,1775855991879000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1775855931859000000,1775855991879000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1775855931859000000,1775855991879000000,0
jps.global.get.library.ms,1775855931859000000,1775855991879000000,0
jps.load.initial.state.ms,1775855931859000000,1775855991879000000,19
workspaceModel.load.cache.from.file.ms,1775855931859000000,1775855991879000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1775855931859000000,1775855991879000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1775855931859000000,1775855991879000000,0
workspaceModel.load.cache.metadata.from.file.ms,1775855931859000000,1775855991879000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1775855931859000000,1775855991879000000,0
workspaceModel.mutableEntityStorage.entities.ms,1775855931859000000,1775855991879000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1775855931859000000,1775855991879000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1775855931859000000,1775855991879000000,0
workspaceModel.global.apply.state.to.project.ms,1775855931859000000,1775855991879000000,0
workspaceModel.global.updates.ms,1775855931859000000,1775855991879000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1775855931859000000,1775855991879000000,0
jps.global.initialize.library.bridges.after.loading.ms,1775855931859000000,1775855991879000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1775855931859000000,1775855991879000000,0
workspaceModel.mutableEntityStorage.instances.count,1775855931859000000,1775855991879000000,2
jps.global.get.libraries.ms,1775855931859000000,1775855991879000000,0
jps.global.handle.changed.events.ms,1775855931859000000,1775855991879000000,0
jps.global.initialize.library.bridges.ms,1775855931859000000,1775855991879000000,0
workspaceModel.save.cache.to.file.ms,1775855931859000000,1775855991879000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1775855931859000000,1775855991879000000,0
jps.global.handle.before.change.events.ms,1775855931859000000,1775855991879000000,0
jps.app.storage.content.reader.load.component.ms,1775855931859000000,1775855991879000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1775855931859000000,1775855991879000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1775855931859000000,1775855991879000000,0
workspaceModel.global.updates.count,1775855931859000000,1775855991879000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1775855931859000000,1775855991879000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1775855931859000000,1775855991879000000,0
